gene	gene length	silent	nonsense	splice site	missense	recurrent missense	normalized missense position entropy	frameshift indel	inframe indel	normalized mutation entropy	Mean Missense MGAEntropy	Mean VEST Score	lost start and stop	missense to silent	non-silent to silent	inactivating p-value	entropy p-value	vest p-value	combined p-value	expression_CCLE	replication_time	HiC_compartment	gene_betweeness	gene_degree	oncogene score	tsg score	other score	driver score	majority vote class	majority vote cancer gene	training list class	oncogene p-value	oncogene q-value	tsg p-value	tsg q-value	driver p-value	driver q-value
NSD1	8091	0.034782608695652174	0.10434782608695653	0.034782608695652174	0.7217391304347827	0.052173913043478265	0.9822894265558616	0.09565217391304348	0.0	0.808785945477984	0.7377149176726991	0.5728173913043478	0.008695652173913044	16.6	22.2	5e-05	0.048760000000000005	0.00317	0.0015108936297255318	948717.3	227.0	0.04234978	0.000129910016369156	29.0	0.06899999999999999	0.827	0.10400000000000009	0.8959999999999999	2	1	0	0.6796949475691134	0.9999046711153481	9.532888465204957e-05	0.0016129032258064514	0.0	0.0
VHL	642	0.012195121951219513	0.07317073170731707	0.04878048780487805	0.5975609756097561	0.12195121951219512	0.937951023500385	0.24390243902439024	0.012195121951219513	0.6539783072697319	0.6717028649145714	0.8504878048780489	0.012195121951219513	24.5	40.5	0.00091	0.05649	0.0	8.691900006916313e-06	825905.1	170.0	0.03929245	0.0037821058172142962	296.0	0.125	0.77	0.10499999999999998	0.895	2	1	2	0.38350810295519533	0.9999046711153481	9.532888465204957e-05	0.0016129032258064514	0.0	0.0
RAC1	636	0.07407407407407407	0.037037037037037035	0.0	0.8518518518518519	0.2962962962962963	0.7693237605660831	0.0	0.037037037037037035	0.7819008259259158	0.4418108443656524	0.5953333333333334	0.0	7.666666666666668	8.333333333333334	0.6858710562414266	3e-05	0.03728	1.644451906297813e-05	623168.3129337237	446.80162767039667	0.021434840720857704	0.0018016667802336433	152.0	0.817	0.078	0.1050000000000001	0.8949999999999999	1	1	0	0.0	0.0	0.5047664442326025	0.7510638297872342	0.0	0.0
RRAS2	615	0.0	0.0	0.0	0.875	0.6875	0.4605387262507113	0.0	0.125	0.5194548827786958	0.4079636138947143	0.71175	0.0	14.0	16.0	1.0	0.0	0.0026	4.800944017720479e-07	428878.4	363.0	-0.003088358	4.015404734621744e-05	17.0	0.852	0.038	0.10999999999999999	0.89	1	1	0	0.0	0.0	0.7598665395614871	0.8721006564551421	0.0	0.0
NFE2L2	1818	0.04411764705882353	0.029411764705882356	0.0	0.8382352941176471	0.36764705882352944	0.8390079531597874	0.05882352941176471	0.029411764705882356	0.8187316814409127	0.6110395650825786	0.6140441176470589	0.0	14.25	16.25	0.8496176720475785	0.0	0.0	2.402585092994044e-09	372299.8	145.0	0.03587147	0.0003108958998078351	63.0	0.783	0.10599999999999998	0.11099999999999999	0.889	1	1	1	0.0	0.0	0.36539561487130606	0.6389351081530783	0.0	0.0
ASXL2	4308	0.0	0.17647058823529413	0.029411764705882356	0.4705882352941176	0.0	1.0	0.29411764705882354	0.029411764705882356	0.5982808161164113	0.7752385596401875	0.8165588235294117	0.0	16.0	34.0	5e-05	1.0	0.01079260922120532	0.05967118924282759	602691.2	287.0	0.03117825	2.9317580035582093e-05	11.0	0.006	0.882	0.11199999999999999	0.888	2	1	0	0.9983794089609151	0.9999046711153481	0.0	0.0	0.0	0.0
RNF43	2352	0.02325581395348837	0.08139534883720931	0.034883720930232565	0.4534883720930232	0.034883720930232565	0.9769326557725232	0.4069767441860465	0.0	0.5369868511373028	0.8117549822702823	0.7226395348837209	0.0	13.0	28.0	0.00146	0.41928	0.0062	0.018073072085737732	782135.2	399.0	0.02221837	9.465701879501354e-06	17.0	0.036000000000000004	0.851	0.11299999999999999	0.887	2	1	2	0.8985700667302192	0.9999046711153481	0.0	0.0	0.0	0.0
MED12	6534	0.006944444444444444	0.034722222222222224	0.027777777777777776	0.6805555555555556	0.16666666666666666	0.8503743686631383	0.0763888888888889	0.1736111111111111	0.7040797730710301	0.4955958787332148	0.7581180555555558	0.0	49.0	71.5	0.3351206434316354	0.0	0.0	2.402585092994044e-09	759088.4	446.80162767039667	0.02731504	0.00012414769000041408	68.0	0.5189999999999999	0.366	0.1150000000000001	0.8849999999999999	1	1	1	0.0037178265014299328	0.06964285714285713	0.028408007626310777	0.14974874371859298	0.0	0.0
TSC2	5424	0.04945054945054945	0.08241758241758243	0.054945054945054944	0.5714285714285714	0.0	1.0	0.17032967032967036	0.07142857142857142	0.7194727991161645	0.7744783757725291	0.7813076923076921	0.0	10.4	17.3	0.0	1.0	0.00028	0.002570601867342608	1722112.0	181.0	0.04351756	0.000271803744662039	56.0	0.038000000000000006	0.845	0.11699999999999999	0.883	2	1	0	0.8878932316491897	0.9999046711153481	0.0	0.0	0.0	0.0
ID3	360	0.037037037037037035	0.2222222222222222	0.0	0.5555555555555556	0.25925925925925924	0.7823522792183225	0.1111111111111111	0.037037037037037035	0.6418954225744999	0.6055715767314668	0.7007037037037037	0.037037037037037035	7.5	13.0	1e-05	0.00124	0.0281	0.0003925047538523536	1050775.0	159.0	0.03154028	7.798141645446146e-05	29.0	0.075	0.807	0.118	0.882	2	1	0	0.6379408960915157	0.9999046711153481	9.532888465204957e-05	0.0016129032258064514	0.0	0.0
CBL	2721	0.0	0.033057851239669415	0.04958677685950413	0.7933884297520661	0.33884297520661155	0.8630950545869562	0.04132231404958678	0.08264462809917356	0.7726087342871375	0.40473417690536456	0.8172727272727272	0.0	96.0	121.0	0.1256913021618904	0.0	0.0	2.402585092994044e-09	1172813.0	183.0	0.05260533	0.0023208892274712628	227.0	0.5980000000000001	0.28300000000000003	0.11899999999999988	0.8810000000000001	1	1	1	0.0010486177311725452	0.023404255319148932	0.05224022878932316	0.20442804428044284	0.0	0.0
SOCS1	636	0.013333333333333334	0.06	0.0	0.6	0.22666666666666666	0.8870435644881769	0.22666666666666666	0.08666666666666667	0.6522111013435439	0.9570766545756	0.6206200000000001	0.013333333333333334	30.0	49.33333333333334	0.00014	0.0003	3e-05	1.757343713364917e-07	632841.1	308.0	0.03676347	0.0003220066468735521	52.0	0.21600000000000003	0.6639999999999999	0.1200000000000001	0.8799999999999999	2	1	2	0.1408007626310772	0.9180124223602484	0.0007626310772163965	0.010256410256410256	0.0	0.0
SMAD2	1404	0.04	0.28	0.0	0.56	0.0	1.0	0.08	0.0	0.7281818875479507	0.3353354398166429	0.8686799999999999	0.04	7.0	12.0	0.00365	1.0	0.4930966469428008	0.8417406734363594	108086.7	185.0	0.0417556	0.0030015379341467533	259.0	0.023	0.8540000000000001	0.12299999999999989	0.8770000000000001	2	1	2	0.9601525262154432	0.9999046711153481	0.0	0.0	0.0	0.0
MEN1	1848	0.022727272727272728	0.06818181818181818	0.022727272727272728	0.5681818181818182	0.06818181818181818	0.9590436283308408	0.2954545454545455	0.022727272727272728	0.6909362091585179	0.6702092921334399	0.6959318181818183	0.0	12.5	21.5	0.032768620768751845	0.031399145943230344	0.135769907058528	0.0275298479666928	2261775.0	230.0	0.06134729	0.00012435429427553395	58.0	0.08	0.797	0.123	0.877	2	1	2	0.6059103908484271	0.9999046711153481	9.532888465204957e-05	0.0016129032258064514	0.0	0.0
GNA13	1134	0.047619047619047616	0.09523809523809523	0.047619047619047616	0.5714285714285714	0.0	1.0	0.19047619047619047	0.047619047619047616	0.7652667214098954	0.38939462031058336	0.8552857142857142	0.0	6.0	10.0	0.043162983425414365	1.0	0.014522008103280522	0.07598045308700029	811904.5	401.0	0.01179346	0.0002574813751521685	45.0	0.037	0.8380000000000001	0.12499999999999989	0.8750000000000001	2	1	0	0.898188751191611	0.9999046711153481	0.0	0.0	0.0	0.0
ARID2	5508	0.032520325203252036	0.15447154471544716	0.016260162601626018	0.6422764227642277	0.024390243902439025	0.9904520078031142	0.13821138211382114	0.016260162601626018	0.7515296208367557	0.5826912156075698	0.7073821138211382	0.0	15.8	23.8	0.0001	0.4072504309005113	0.028255771241276036	0.06288423192786255	820796.4	602.0	0.01035756	4.172611937288468e-06	20.0	0.022000000000000002	0.85	0.128	0.872	2	1	2	0.9638703527168732	0.9999046711153481	0.0	0.0	9.532888465204957e-05	0.0010869565217391304
SETBP1	4791	0.09195402298850576	0.011494252873563218	0.0	0.8735632183908046	0.27586206896551724	0.8363471207090861	0.02298850574712644	0.0	0.8386112314133739	0.5416704709018031	0.5606781609195401	0.0	8.444444444444445	8.777777777777779	0.9074410163339384	0.0	0.0	2.402585092994044e-09	15026.92	678.0	0.03085403	0.0004088401614543065	15.0	0.782	0.087	0.131	0.869	1	1	1	0.0	0.0	0.4572926596758818	0.7138392857142857	9.532888465204957e-05	0.0010869565217391304
HLA-A	1098	0.0	0.1176470588235294	0.2352941176470588	0.35294117647058826	0.0	1.0	0.2352941176470588	0.05882352941176471	0.5219344062988477	1.3770539760550002	0.8335294117647059	0.0	6.0	17.0	5e-05	1.0	0.7867820613690008	0.9754555406823896	983517.2	596.0	0.03626369	0.0006539957955653282	61.0	0.01	0.8540000000000001	0.1359999999999999	0.8640000000000001	2	1	0	0.9940896091515731	0.9999046711153481	0.0	0.0	9.532888465204957e-05	0.0010869565217391304
IDH2	1359	0.009708737864077669	0.0	0.0	0.941747572815534	0.7669902912621359	0.34481064717806725	0.04854368932038835	0.0	0.3741101422402168	0.3481537530585054	0.8871067961165044	0.0	48.5	51.0	1.0	0.0	0.0	2.402585092994044e-09	851518.3	192.0	0.038174900000000005	8.932250021729206e-06	14.0	0.7729999999999999	0.085	0.14200000000000013	0.8579999999999999	1	1	1	9.532888465204957e-05	0.003333333333333333	0.4649189704480458	0.720384047267356	9.532888465204957e-05	0.0010869565217391304
SPOP	1125	0.07142857142857142	0.03571428571428571	0.0	0.8928571428571429	0.21428571428571427	0.9180872566616818	0.0	0.0	0.8996346281348131	0.32509575063504004	0.7400357142857142	0.0	8.333333333333334	8.666666666666666	0.8928571428571429	0.030560000000000007	0.00127	0.00043300886187494763	943929.7	348.0	0.02784885	0.00014240414905524102	33.0	0.821	0.033	0.14600000000000002	0.854	1	1	1	0.0	0.0	0.7965681601525262	0.8915700737618547	9.532888465204957e-05	0.0010869565217391304
ARID1B	6750	0.0449438202247191	0.08426966292134831	0.011235955056179777	0.4438202247191011	0.0	1.0	0.19662921348314608	0.21910112359550565	0.6208304452868207	0.8617014193396961	0.6922134831460675	0.0	8.777777777777779	18.88888888888889	0.0	1.0	0.10300782859497322	0.3371395022521997	143122.5	621.0	0.02726319	1.7388931612197068e-05	33.0	0.018	0.834	0.14800000000000002	0.852	2	1	2	0.9798856053384176	0.9999046711153481	0.0	0.0	9.532888465204957e-05	0.0010869565217391304
INPPL1	3777	0.0	0.05555555555555555	0.05555555555555555	0.5277777777777778	0.0	1.0000000000000002	0.3611111111111111	0.0	0.6266501379405877	0.5181773238076841	0.7803888888888889	0.0	19.0	36.0	0.01897245199969644	1.0	0.02166518621227549	0.10468723332871127	744547.5	182.0	0.05758644	0.0003155947677882709	92.0	0.038	0.812	0.1499999999999999	0.8500000000000001	2	1	0	0.8881792183031458	0.9999046711153481	9.532888465204957e-05	0.0016129032258064514	9.532888465204957e-05	0.0010869565217391304
CTCF	2184	0.028169014084507043	0.08450704225352113	0.028169014084507043	0.5352112676056338	0.0	1.0	0.28169014084507044	0.04225352112676056	0.6762472503299418	0.39298257452	0.7996478873239437	0.0	12.666666666666664	23.0	0.015117157974300832	1.0	0.017678776628657297	0.08901954246227227	1074126.0	147.0	0.04472247	3.466260346586091e-05	39.0	0.026000000000000002	0.8240000000000001	0.1499999999999999	0.8500000000000001	2	1	0	0.9475691134413728	0.9999046711153481	9.532888465204957e-05	0.0016129032258064514	9.532888465204957e-05	0.0010869565217391304
RHOA	582	0.0	0.0	0.0	1.0	0.2	0.8946394890876679	0.0	0.0	0.8402941431968661	0.303161297619	0.8159333333333336	0.0	30.0	30.0	1.0	0.00691	0.0	1.2084008374365374e-06	1623187.0	201.0	0.03284542	0.0019289822895533465	131.0	0.769	0.079	0.15200000000000002	0.848	1	1	0	9.532888465204957e-05	0.003333333333333333	0.4983794089609152	0.7447293447293448	9.532888465204957e-05	0.0010869565217391304
GNAQ	1080	0.08108108108108109	0.054054054054054064	0.0	0.7837837837837838	0.21621621621621626	0.8296440007223991	0.08108108108108109	0.0	0.7945022733677588	0.30308987257672426	0.7224594594594593	0.0	7.25	8.5	0.6501950585175552	0.0	0.004520000000000001	8.096300275048919e-07	328480.5	671.0	-0.02381614	0.00040700112862069216	58.0	0.601	0.244	0.15500000000000003	0.845	1	1	1	0.0010486177311725452	0.023404255319148932	0.07054337464251667	0.24262295081967208	9.532888465204957e-05	0.0010869565217391304
NOTCH1	7668	0.06015037593984963	0.07894736842105263	0.015037593984962403	0.6804511278195489	0.0	1.0	0.13909774436090225	0.02631578947368421	0.8038360830704783	0.7959518203242316	0.5737218045112783	0.0	10.647058823529411	14.705882352941178	0.0	1.0	1e-05	0.0001251292546497022	1489379.0	212.0	0.04344674	0.0015373854190108	179.0	0.07500000000000001	0.766	0.15900000000000003	0.841	2	1	2	0.636510962821735	0.9999046711153481	9.532888465204957e-05	0.0016129032258064514	9.532888465204957e-05	0.0010869565217391304
CCND3	879	0.0	0.05128205128205128	0.0	0.5897435897435898	0.28205128205128205	0.7970105274298467	0.35897435897435903	0.0	0.5773583402697007	0.5822689513869564	0.7502820512820513	0.0	23.0	39.0	0.41101520756267984	0.0	0.00145	2.7621219921903837e-07	467875.5	186.0	0.04116039	0.00017869228768442128	48.0	0.43600000000000005	0.40099999999999997	0.16300000000000003	0.837	1	1	0	0.010295519542421354	0.15857142857142856	0.0223069590085796	0.13295454545454546	9.532888465204957e-05	0.0010869565217391304
ASXL1	4626	0.006557377049180328	0.1737704918032787	0.006557377049180328	0.2754098360655738	0.022950819672131147	0.9765878690314564	0.5245901639344263	0.009836065573770493	0.3269780201094471	1.1895768023418805	0.7964131147540984	0.003278688524590164	28.0	101.0	0.0	0.1443209698369173	0.9989897532111416	0.4234030079092709	780777.1	242.0	0.05736297	1.3581211090327995e-05	11.0	0.013999999999999999	0.8220000000000001	0.16399999999999992	0.8360000000000001	2	1	2	0.9897044804575786	0.9999046711153481	9.532888465204957e-05	0.0016129032258064514	9.532888465204957e-05	0.0010869565217391304
CXCR4	1071	0.0	0.3	0.0	0.3	0.0	1.0	0.35	0.0	0.3833427148885082	0.9469316854995	0.8506499999999999	0.05	6.0	20.0	0.0	1.0	0.9578544061302682	0.9990991278356772	431865.9	406.0	0.04163398	2.9901735599974542e-05	24.0	0.008	0.826	0.16600000000000004	0.834	2	1	0	0.9968541468064824	0.9999046711153481	9.532888465204957e-05	0.0016129032258064514	9.532888465204957e-05	0.0010869565217391304
TGFBR2	1779	0.040816326530612235	0.08163265306122447	0.020408163265306117	0.6326530612244898	0.0	1.0	0.20408163265306126	0.020408163265306117	0.7724513633730659	0.5919825582904517	0.7082448979591839	0.0	10.333333333333334	15.666666666666664	0.05106469897359955	1.0	0.010318426646304972	0.05751309395241998	80018.12	417.0	-0.009245484	0.0007862442344942934	80.0	0.069	0.764	0.16700000000000004	0.833	2	1	0	0.6748331744518589	0.9999046711153481	9.532888465204957e-05	0.0016129032258064514	9.532888465204957e-05	0.0010869565217391304
H3F3A	411	0.0	0.06666666666666668	0.0	0.9333333333333332	0.6666666666666666	0.5589406090203212	0.0	0.0	0.5988322950779538	0.3566725674241429	0.7218666666666667	0.0	14.0	15.0	0.8058017727639001	0.0	0.11349	1.6670507532283983e-05	866964.8	237.0	0.02296758	0.00023662218480811182	85.0	0.765	0.064	0.17100000000000004	0.829	1	1	1	9.532888465204957e-05	0.003333333333333333	0.5816015252621545	0.7862113402061857	9.532888465204957e-05	0.0010869565217391304
FLT3	2982	0.013793103448275862	0.04137931034482759	0.013793103448275862	0.6206896551724138	0.12413793103448276	0.8915593890507467	0.03448275862068965	0.27586206896551724	0.6807748587294402	0.7065092531090669	0.7182137931034485	0.0	30.0	47.66666666666666	0.8244023083264633	0.0	0.0	2.402585092994044e-09	346091.5	614.0	0.04212426	5.362875833096068e-06	12.0	0.601	0.22800000000000004	0.17100000000000004	0.829	1	1	1	0.0010486177311725452	0.023404255319148932	0.08150619637750238	0.26146788990825687	9.532888465204957e-05	0.0010869565217391304
MAPK1	1083	0.1	0.05	0.0	0.65	0.15	0.9011575366850628	0.0	0.2	0.8293020247188077	0.3141544280533847	0.75525	0.0	4.333333333333333	6.0	0.4248088360237893	0.009000000000000001	0.02798	0.002338600971588409	458135.8	299.0	0.04744865	0.002170907506869029	214.0	0.593	0.23399999999999999	0.17300000000000004	0.827	1	1	0	0.0012392755004766445	0.027083333333333334	0.0771210676835081	0.2512422360248447	9.532888465204957e-05	0.0010869565217391304
LATS1	3393	0.0	0.1724137931034483	0.0	0.5862068965517241	0.0	1.0	0.13793103448275862	0.06896551724137931	0.7358113417317025	0.7430089521407061	0.7008275862068964	0.03448275862068965	17.0	29.0	0.0221503566207416	1.0	0.5032712632108707	0.8488303792499646	431426.5	210.0	0.04004988	0.00046586675475104286	95.0	0.049	0.777	0.17399999999999993	0.8260000000000001	2	1	0	0.8188751191611058	0.9999046711153481	9.532888465204957e-05	0.0016129032258064514	9.532888465204957e-05	0.0010869565217391304
CDKN1A	495	0.0	0.10256410256410256	0.0	0.4871794871794872	0.07692307692307693	0.9449911312986872	0.38461538461538464	0.0	0.5716146114059776	1.0107671794316315	0.7293333333333333	0.02564102564102564	19.0	39.0	0.00257	0.2907511497189576	0.10219724067450177	0.1341923714649334	904665.2	228.0	0.03706989	0.002383784643498227	260.0	0.044	0.781	0.17499999999999993	0.8250000000000001	2	1	0	0.8506196377502383	0.9999046711153481	9.532888465204957e-05	0.0016129032258064514	9.532888465204957e-05	0.0010869565217391304
ESR1	1788	0.047619047619047616	0.0	0.031746031746031744	0.8253968253968254	0.25396825396825395	0.8855818800563522	0.06349206349206349	0.031746031746031744	0.8528132276904736	0.676107988541423	0.5911428571428572	0.0	13.0	15.0	0.6153846153846154	0.0	9e-05	1.9645763717343782e-08	221346.6	568.0	-0.00017002490000000002	0.0072868559959946904	630.0	0.603	0.221	0.17600000000000005	0.824	1	1	0	0.0009532888465204957	0.023255813953488372	0.08808388941849381	0.27664670658682633	9.532888465204957e-05	0.0010869565217391304
GPS2	984	0.0	0.14285714285714285	0.14285714285714285	0.5714285714285714	0.0	1.0	0.14285714285714285	0.0	0.7580392711198943	0.5730176799455	0.6994285714285714	0.0	4.0	7.0	0.04399665625412469	1.0	0.30845157310302285	0.6712493594427773	1911735.0	206.0	0.03594318	0.00020056806654592728	59.0	0.013000000000000001	0.805	0.18199999999999994	0.8180000000000001	2	1	0	0.9897044804575786	0.9999046711153481	9.532888465204957e-05	0.0016129032258064514	0.00019065776930409916	0.0020408163265306124
CUX1	4551	0.09836065573770493	0.09836065573770493	0.016393442622950817	0.6557377049180327	0.0	1.0	0.09836065573770493	0.032786885245901634	0.8393871330662592	0.7390037561807997	0.5339508196721311	0.0	5.7142857142857135	7.857142857142858	0.00808	1.0	0.30349013657056145	0.6653736473306435	554381.4	461.0	0.04463728	8.502472790458337e-05	27.0	0.031	0.7849999999999999	0.18400000000000005	0.816	2	1	0	0.9265014299332698	0.9999046711153481	9.532888465204957e-05	0.0016129032258064514	0.00019065776930409916	0.0020408163265306124
SRSF2	666	0.0	0.008130081300813009	0.0	0.8292682926829268	0.7804878048780488	0.07116056789727755	0.024390243902439025	0.13821138211382114	0.1689671714780519	0.707917590451529	0.3833333333333333	0.0	102.0	123.0	0.9372071227741332	0.0	0.04061	6.382538225955412e-06	827287.5	206.0	0.02197633	0.000261907490250337	89.0	0.7449999999999999	0.071	0.18400000000000016	0.8159999999999998	1	1	1	9.532888465204957e-05	0.003333333333333333	0.5457578646329838	0.769489247311828	0.00019065776930409916	0.0020408163265306124
PPP2R1A	1770	0.0	0.0	0.0	0.9428571428571428	0.2	0.8819482548685063	0.057142857142857134	0.0	0.857114619447025	0.3552628470557877	0.7527428571428573	0.0	33.0	35.0	1.0	0.00059	0.0	1.1769504956760495e-07	478210.6	896.0	-0.03843337	0.0021301383204943487	205.0	0.6990000000000001	0.11599999999999999	0.18499999999999994	0.8150000000000001	1	1	1	0.0002859866539561488	0.00810810810810811	0.31839847473784555	0.6028880866425993	0.00019065776930409916	0.0020408163265306124
SOX9	1530	0.0	0.0784313725490196	0.0	0.4705882352941176	0.05882352941176471	0.9567891094945744	0.392156862745098	0.05882352941176471	0.5798426367466876	0.6339715846183334	0.7522941176470588	0.0	24.0	51.0	0.035667154117772944	0.05484169658376517	0.016244578371968355	0.007147799907249998	159643.5	606.0	-0.04113624	0.00012416127739825827	17.0	0.094	0.719	0.18700000000000006	0.813	2	1	2	0.528789323164919	0.9999046711153481	0.0002859866539561488	0.004411764705882354	0.00019065776930409916	0.0020408163265306124
